AccessToElectricity,CrudeBirthRate,FemalePopulationRatio,LifeExpectancy,DeathRate,CO2perCapita,InfantMortalityRate,Food
91.14714346,18.88881533,51.13717593,59.1066839,10.63562843,8.851820149,33.26319975,120.8344956
92.26105508,18.50035378,51.15831822,59.16485846,10.61007428,9.011222055,32.632904700000005,122.26116129999998
93.37496671,18.11189223,51.1794605,59.22303301,10.58458152,9.368108385,32.01455293,123.687827
94.48887833,17.72343068,51.20060279,59.28120757,10.55915002,10.00487958,31.40791814,125.11449270000001
95.60278996,17.33496913,51.22174507,59.33938212,10.53377962,11.02242388,30.812778299999998,126.5411585
96.71670158,16.94650758,51.24288736,59.39755668,10.50847018,12.54256546,30.2289156,127.96782420000001
97.83061321,16.55804603,51.26402964,59.45573124,10.48322155,14.71069535,29.65611635,129.3944899
98.94452483,16.16958448,51.28517193,59.51390579,10.45803358,17.69859106,29.09417091,130.8211556
100.0584365,15.78112293,51.30631421,59.57208035,10.43290613,21.70743106,28.54287362,132.2478213
101.1723481,15.39266138,51.3274565,59.63025491,10.40783906,26.97100997,28.0020227,133.674487
102.2862597,15.00419983,51.34859878,59.68842946,10.38283222,33.75916063,27.47142022,135.10115269999997
103.4001713,14.61573829,51.36974107,59.74660402,10.35788545,42.3813889,26.95087198,136.5278184
104.514083,14.22727674,51.39088335,59.80477858,10.33299863,53.19072741,26.44018746,137.9544841
