AccessToElectricity,CrudeBirthRate,FemalePopulationRatio,LifeExpectancy,DeathRate,CO2perCapita,InfantMortalityRate,Food
100.0,11.82201949,50.73085681,79.80101354,8.017633292000001,17.15419306,3.988745213,117.8999428
100.0,11.69138076,50.73002088,79.97470758,7.994517872,17.90297018,3.860726246,119.1986394
100.0,11.56074203,50.72918496,80.14840161,7.971469095,18.92423454,3.736816055,120.497336
100.0,11.4301033,50.72834904,80.32209565,7.948486769,20.24372272,3.6168827660000002,121.79603259999999
100.0,11.29946457,50.72751312,80.49578968,7.925570702999999,21.88334392,3.5007987430000003,123.09472920000002
100.0,11.16882584,50.72667719,80.66948372,7.902720705,23.85989957,3.388440441,124.39342590000001
100.0,11.03818711,50.72584127,80.84317775,7.879936586,26.18366782,3.279688285,125.69212250000001
100.0,10.90754837,50.72500535,81.01687178,7.857218155,28.85684721,3.1744265339999997,126.99081909999998
100.0,10.77690964,50.72416943,81.19056582,7.834565222999999,31.87185437,3.072543164,128.2895157
100.0,10.64627091,50.7233335,81.36425985,7.811977601000001,35.20947004,2.973929746,129.58821229999998
100.0,10.51563218,50.72249758,81.53795389,7.789455101000001,38.83682836,2.87848133,130.8869089
100.0,10.38499345,50.72166166,81.71164792,7.766997535,42.70524366,2.786096335,132.18560549999998
100.0,10.25435472,50.72082573,81.88534196,7.744604715,46.7478696,2.696676441,133.4843021
