AccessToElectricity,CrudeBirthRate,FemalePopulationRatio,LifeExpectancy,DeathRate,CO2perCapita,InfantMortalityRate,Food
104.78466490000001,4.642237351,51.10892002,77.56669169,5.448312766,4.648363991,9.264915623,127.6145054
105.7813139,4.006281633,51.13453537,77.92800502,5.382855542000001,4.564670087,8.884331697,129.4972428
106.77796289999999,3.370325914,51.16015072,78.28931836,5.318184735,4.394240087,8.519381387000001,131.3799803
107.774612,2.7343701960000004,51.18576607,78.6506317,5.254290897,4.109109114,8.169422493999999,133.26271780000002
108.77126100000001,2.098414478,51.21138142,79.01194503,5.191164693999999,3.6754650989999997,7.833839202,135.1454553
109.76791000000001,1.46245876,51.23699677,79.37325837,5.1287969030000005,3.052891867,7.51204099,137.02819269999998
110.7645591,0.826503042,51.26261212,79.73457171,5.067178413,2.193556296,7.203461596,138.9109302
111.7612081,0.190547324,51.28822747,80.09588504,5.00630022,1.041337709,6.907558017,140.7936677
112.7578571,-0.445408394,51.31384282,80.45719838,4.946153432,-0.469102299,6.623809556,142.6764051
113.7545061,-1.081364112,51.33945817,80.81851171,4.88672926,-2.4133114630000003,6.351716906,144.5591426
114.75115520000001,-1.71731983,51.36507352,81.17982505,4.828019023,-4.8781016710000005,6.090801269,146.4418801
115.74780420000002,-2.353275548,51.39068887,81.54113839,4.770014144,-7.962668871,5.840603517000001,148.3246176
116.74445320000001,-2.989231267,51.41630421,81.90245172,4.7127061480000005,-11.77977986,5.6006833810000005,150.207355
