AccessToElectricity,CrudeBirthRate,FemalePopulationRatio,LifeExpectancy,DeathRate,CO2perCapita,InfantMortalityRate,Food
110.90990009999999,17.18431686,47.25253095,72.57240886,5.5556130139999995,1.3492311909999999,36.58393152,110.12491990000001
115.09360819999999,16.52062567,47.21452682,73.25879268,5.392287184,1.257339287,35.46406311,111.8273385
119.2773164,15.85693448,47.17652268,73.94517649,5.233762863,1.062422976,34.37847492,113.5297571
123.4610246,15.193243300000002,47.13851854,74.63156031,5.079898893999999,0.730733483,33.32611761,115.2321757
127.6447327,14.52955211,47.10051441,75.31794413,4.930558272,0.22206417,32.30597393,116.9345942
131.8284409,13.86586092,47.06251027,76.00432795,4.7856080169999995,-0.511012943,31.31705781,118.63701280000001
136.0121491,13.20216973,47.02450614,76.69071177,4.644919058999999,-1.523963055,30.35841334,120.3394314
140.1958572,12.53847855,46.986502,77.37709559,4.508366124,-2.881158437,29.42911388,122.04185
144.37956540000002,11.87478736,46.94849786,78.06347941,4.37582762,-4.656803905,28.52826114,123.7442686
148.5632736,11.21109617,46.91049373,78.74986323,4.247185528,-6.935919512999999,27.65498434,125.4466872
152.7469817,10.54740498,46.87248959,79.43624704,4.122325301,-9.815382078999999,26.80843937,127.1491058
156.9306899,9.883713795,46.83448545,80.12263086,4.001135758,-13.40502717,25.98780793,128.8515244
161.1143981,9.220022607,46.79648132,80.80901468,3.883508987,-17.82881317,25.19229679,130.553943
