AccessToElectricity,CrudeBirthRate,FemalePopulationRatio,LifeExpectancy,DeathRate,CO2perCapita,InfantMortalityRate,Food
87.25331186,18.70740658,48.13970882,72.59569064083685,5.920887047999999,1.637222208,43.17903107,133.3462758
88.81220413,18.27629003,48.137161600000006,72.8981434893724,5.789983361,1.48186627,42.14685429,135.4027658
90.3710964,17.84517348,48.13461438,73.20059633774062,5.661973796,1.233938875,41.13935126,137.45925580000002
91.92998867,17.41405693,48.13206716,73.50304918606692,5.536794369,0.8693226340000001,40.15593218,139.51574580000002
93.48888094,16.98294038,48.12951993,73.8055020343096,5.414382509,0.35989727,39.19602132,141.5722358
95.04777320000001,16.55182383,48.12697271,74.10795488280334,5.294677027,-0.32688897699999997,38.25905673,143.6287257
96.60666547,16.12070728,48.12442549,74.41040773104602,5.17761809,-1.228475237,37.34448989,145.6852157
98.16555774,15.68959073,48.12187827,74.71286057949787,5.063147185,-2.387671982,36.45178539,147.74170569999998
99.72445001,15.25847418,48.11933104,75.01531342744771,4.951207094,-3.853173885,35.58042062,149.79819569999998
101.2833423,14.82735763,48.11678382,75.317766276318,4.841741863,-5.680102354,34.72988546,151.85468569999998
102.8422345,14.39624108,48.114236600000005,75.62021912418405,4.734696777,-7.930578528,33.89968199,153.9111756
104.40112679999999,13.96512453,48.11168938,75.92267197267776,4.630018328999999,-10.67432754,33.08932419,155.9676656
105.96001909999998,13.53400798,48.10914215,76.22512482104605,4.527654196,-13.98931484,32.29833766,158.0241556
