AccessToElectricity,CrudeBirthRate,FemalePopulationRatio,LifeExpectancy,DeathRate,CO2perCapita,InfantMortalityRate,Food
100.0,5.920132333,51.05485518,85.64041376,9.600375216,9.260885648,0.723501946,107.7554926
100.0,5.70098609,51.06287031,85.91030119999999,9.686796218,8.771364517,0.679546285,108.0225916
100.0,5.481839847000001,51.07088544,86.18018864,9.773995167999999,7.950407475,0.638261108,108.2896906
100.0,5.262693604,51.07890057,86.45007608,9.861979069,6.678550937000001,0.599484172,108.5567896
100.0,5.043547361,51.08691569,86.71996352,9.950754986,4.810482181999999,0.563063091,108.82388859999999
100.0,4.824401118,51.09493082,86.98985097,10.04033005,2.1716277269999997,0.5288547370000001,109.09098770000001
100.0,4.605254876,51.10294595,87.25973841,10.13071145,-1.445515534,0.49672468,109.35808670000002
100.0,4.386108633,51.11096108,87.52962585,10.22190645,-6.285315005,0.466546652,109.6251857
100.0,4.16696239,51.11897621,87.79951329,10.31392238,-12.63321146,0.438202062,109.8922847
100.0,3.9478161469999997,51.12699134,88.06940073,10.40676662,-20.82021114,0.411579519,110.1593837
100.0,3.7286699039999998,51.13500647,88.33928817,10.50044662,-31.22766937,0.386574404,110.4264828
100.0,3.5095236610000002,51.143021600000004,88.60917562,10.59496992,-44.29237441,0.36308845,110.6935818
100.0,3.290377419,51.15103673,88.87906306,10.690344099999999,-60.51194001,0.341029362,110.96068079999999
