AccessToElectricity,CrudeBirthRate,FemalePopulationRatio,LifeExpectancy,DeathRate,CO2perCapita,InfantMortalityRate,Food
53.46060973,27.97847266,51.62553848,61.75279701,7.631034945,4.517840347658656,37.55425883,94.06149914
54.45838739,27.66269967,51.64219096,61.93007534,7.530324293,4.408329513427885,37.15064009,94.38504875
55.45616505,27.34692668,51.65884343,62.10735367,7.430942771000001,4.239440500899037,36.7513593,94.70859836
56.45394272,27.03115369,51.675495899999994,62.284631999999995,7.332872837999999,3.9889237980625007,36.35636982,95.03214797
57.45172038,26.715380699999997,51.69214837,62.46191034,7.236097182999999,3.6291752024567305,35.96562554,95.35569758
58.44949804,26.39960771,51.70880085,62.63918867,7.140598726,3.1264585522932697,35.57908083,95.67924718
59.44727571,26.08383472,51.72545332,62.816467,7.04636061,2.4400654422355776,35.19669055,96.00279679
60.44505337,25.76806173,51.74210579,62.99374533,6.953366203,1.521409712360576,34.81841005,96.3263464
61.44283103,25.45228874,51.75875827,63.17102366,6.861599091,0.3130544866682691,34.44419517,96.64989601
62.44060869,25.13651575,51.77541074,63.348302000000004,6.771043075,-1.252330453538461,34.0740022,96.97344561
63.43838636,24.82074276,51.79206321,63.52558033,6.681682174,-3.253083178192306,33.70778793,97.29699522
64.43616402,24.50496977,51.80871569,63.70285866,6.593500614,-5.779738225879798,33.34550959,97.62054483
65.43394168,24.18919678,51.82536816,63.88013699,6.50648283,-8.936291525466343,32.98712487,97.94409444
