AccessToElectricity,CrudeBirthRate,FemalePopulationRatio,LifeExpectancy,DeathRate,CO2perCapita,InfantMortalityRate,Food
48.54776417,32.1802565,49.89695802,64.39923039,8.052803046000001,4.517840347658656,44.30618305,117.85596164364486
49.63441462,31.87387946,49.89133591,64.85802838,7.893464097000001,4.408329513427885,43.37813306,119.10371255070103
50.72106508,31.56750241,49.88571381,65.31682637,7.737277951,4.239440500899037,42.46952227,120.35146345701874
51.80771553,31.26112537,49.8800917,65.77562436,7.584182224,3.9889237980625007,41.5799435,121.59921435967289
52.89436599,30.95474832,49.87446959,66.23442236,7.434115767000001,3.6291752024567305,40.70899811,122.8469652630374
53.98101644,30.64837128,49.86884748,66.69322035,7.28701864,3.1264585522932697,39.85629578,124.09471616785049
55.0676669,30.34199423,49.86322538,67.15201834,7.14283209,2.4400654422355776,39.02145441,125.34246707420564
56.15431735,30.03561719,49.85760327,67.61081633,7.001498526000001,1.521409712360576,38.20409986,126.5902179819159
57.24096781,29.72924014,49.85198116,68.06961432,6.8629614960000005,0.3130544866682691,37.40386585,127.8379688843925
58.32761826,29.4228631,49.84635905,68.52841231,6.727165667,-1.252330453538461,36.62039377,129.0857197892056
59.41426872,29.11648606,49.84073694,68.9872103,6.5940567979999996,-3.253083178192306,35.85333252,130.3334706946262
60.50091918,28.81010901,49.83511484,69.44600829,6.463581723,-5.779738225879798,35.10233836,131.58122159771034
61.58756963,28.50373197,49.82949273,69.90480628,6.335688329,-8.936291525466343,34.36707473,132.82897250328028
