AccessToElectricity,CrudeBirthRate,FemalePopulationRatio,LifeExpectancy,DeathRate,CO2perCapita,InfantMortalityRate,Food
100.0,7.68106806,50.82919535,82.26212488,8.764180868,7.208187132000001,2.224382647,109.20919540000001
100.0,7.527533255,50.78322829,82.50628865,8.698715692,7.785428058,2.118524058,109.850633
100.0,7.373998449,50.73726123,82.75045243,8.633739517,8.713055204,2.017703289,110.4920706
100.0,7.2204636429999995,50.69129416,82.9946162,8.56924869,10.08250195,1.9216805909999999,111.13350829999999
100.0,7.066928838,50.6453271,83.23877998,8.505239585,11.99921979,1.830227623,111.7749459
100.0,6.913394032,50.59936004,83.48294375,8.441708605,14.58399581,1.74312691,112.4163835
100.0,6.7598592260000006,50.55339298,83.72710753,8.378652177000001,17.97434083,1.660171329,113.05782109999998
100.0,6.606324421,50.50742591,83.9712713,8.316066758,22.32594984,1.5811636119999999,113.6992587
100.0,6.452789615,50.46145885,84.21543507,8.253948828,27.81423634,1.50591588,114.3406963
100.0,6.299254809,50.41549179,84.45959885,8.192294896,34.63594227,1.434249195,114.982134
100.0,6.145720004,50.36952472,84.70376262,8.131101496,43.01082527,1.365993135,115.6235716
100.0,5.992185198,50.32355766,84.94792640000001,8.070365188,53.18342473,1.300985387,116.2650092
100.0,5.838650392000001,50.2775906,85.19209017,8.010082557999999,65.42490849,1.239071365,116.90644679999998
