AccessToElectricity,CrudeBirthRate,FemalePopulationRatio,LifeExpectancy,DeathRate,CO2perCapita,InfantMortalityRate,Food
100.0,7.608735101000001,26.16482065,80.62666159999999,0.7306351990000001,64.87180413,6.319326287000001,157.4845982
100.0,6.991757682,25.91839935,80.88550284,0.700428655,82.64624384,6.071246045,160.42088
100.0,6.374780262000001,25.67197805,81.14434409,0.671470936,107.00270359999999,5.832904786,163.35716169999998
100.0,5.7578028429999994,25.42555674,81.40318534,0.643710411,139.28373100000002,5.603920181,166.2934435
100.0,5.140825424,25.17913544,81.66202658,0.617097585,181.0050946,5.383924915,169.2297253
100.0,4.523848005,24.93271414,81.92086783,0.59158501,233.8704759,5.172566087,172.1660071
100.0,3.906870586,24.68629283,82.17970908,0.567127198,299.7869559,4.969504655,175.1022889
100.0,3.289893167,24.43987153,82.43855032,0.543680541,380.8813171,4.774414885,178.0385706
100.0,2.672915747,24.19345022,82.69739157,0.5212032360000001,479.517185,4.586983828999999,180.9748524
100.0,2.0559383280000003,23.94702892,82.95623282,0.499655206,598.3130278,4.406910826,183.9111342
100.0,1.438960909,23.70060762,83.21507406,0.47899803399999996,740.1610400000001,4.23390702,186.84741599999998
100.0,0.82198349,23.45418631,83.47391531,0.459194889,908.2469287,4.067694891,189.7836978
100.0,0.205006071,23.20776501,83.73275656,0.440210461,1106.070626,3.908007816,192.7199795
