AccessToElectricity,CrudeBirthRate,FemalePopulationRatio,LifeExpectancy,DeathRate,CO2perCapita,InfantMortalityRate,Food
36.90726082,45.73942696,50.36626314,59.38452077,11.44528363,0.115159656,75.63849249,139.1490498
38.35324225,45.64230467,50.37363739,59.92827775,11.20749115,0.144900539,74.19709726,141.59582749999998
39.79922369,45.54518238,50.38101165,60.47203474,10.97463915,0.18607351600000002,72.7831698,144.0426052
41.24520512,45.44806009,50.38838591,61.01579173,10.74662499,0.241474568,71.39618666,146.489383
42.69118656,45.35093781,50.39576017,61.55954871,10.52334815,0.314347457,70.03563439,148.9361607
44.13716799,45.25381552,50.40313442,62.1033057,10.30471022,0.408430168,68.70100931,151.3829384
45.58314943,45.15669323,50.41050868,62.64706269,10.09061481,0.528004226,67.39181735,153.82971609999998
47.02913086,45.05957094,50.41788294,63.19081968,9.880967552000001,0.6779469640000001,66.10757383,156.2764938
48.4751123,44.96244865,50.425257200000004,63.73457666,9.675676017,0.863786816,64.84780333,158.7232715
49.92109373,44.86532636,50.43263146,64.27833365,9.474649714,1.091761728,63.61203948,161.1700493
51.36707517,44.76820407,50.44000571,64.82209064,9.277800025,1.368880752,62.39982482,163.616827
52.813056599999996,44.67108178,50.44737997,65.36584762,9.085040177,1.7029889280000001,61.21071056,166.06360469999998
54.25903804,44.57395949,50.45475423,65.90960461,8.896285196000001,2.102835504,60.04425651,168.5103824
