AccessToElectricity,CrudeBirthRate,FemalePopulationRatio,LifeExpectancy,DeathRate,CO2perCapita,InfantMortalityRate,Food
92.83171402,22.568189399999998,49.63212696,70.29111675,5.17664547,1.1221946040000002,22.90019706,122.3468807
93.91843298,22.20581768,49.63573951,70.49301842,5.115938805,1.122300285,22.47008711,124.17274350000001
95.00515194,21.84344596,49.63935206,70.69492009999999,5.05594405,1.090180726,22.04805545,125.9986063
96.0918709,21.48107424,49.6429646,70.89682178,4.996652854,1.01156523,21.63395036,127.824469
97.17858986,21.11870251,49.64657715,71.09872346,4.938056968,0.86888946,21.22762296,129.6503318
98.26530881,20.75633079,49.650189700000006,71.30062514,4.880148238,0.640848515,20.82892718,131.4761946
99.35202777,20.39395907,49.65380225,71.50252681,4.822918604,0.301915871,20.43771967,133.3020574
100.43874670000001,20.03158735,49.65741479,71.70442849,4.766360105,-0.178172959,20.0538598,135.12792019999998
101.5254657,19.66921563,49.66102734,71.90633017,4.710464868,-0.834973196,19.67720956,136.95378300000002
102.61218459999999,19.30684391,49.66463989,72.10823185,4.655225116,-1.709921143,19.30763354,138.7796457
103.6989036,18.94447219,49.66825244,72.31013353,4.600633163,-2.85096325,18.94499887,140.60550849999998
104.7856226,18.58210047,49.67186498,72.51203520000001,4.546681411000001,-4.313225055,18.58917518,142.43137130000002
105.8723415,18.21972874,49.67547753,72.71393688,4.493362352,-6.1597211320000005,18.24003455,144.2572341
