Country Name,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
Botswana,25.59598021,24.97687099,24.37273662,23.78321491,23.2079524,22.6466042,22.09883375,21.56431264,21.04272039,20.53374429,20.03707917,19.55242726,19.079498
Central African Republic,91.78503504,90.99068129,90.20320228,89.42253851,88.64863099,87.88142126,87.12085135,86.36686379,85.61940161,84.87840835,84.14382802,83.41560511,82.69368461
Canada,2.2682007,2.172275378,2.080406869,1.992423605,1.908161275,1.827462514,1.750176615,1.676159243,1.605272166,1.537383002,1.472364964,1.410096627,1.350461705
Switzerland,2.156263999,2.072002549,1.991033827,1.913229162,1.83846491,1.76662226,1.697587043,1.631249551,1.567504363,1.506250179,1.447389657,1.390829258,1.3364791
Chile,2.330581248,2.173012678,2.026097183,1.889114516,1.761393128,1.642306871,1.531271933,1.427743971,1.331215444,1.241213126,1.157295787,1.079052026,1.006098258
China,15.50991481,15.02907746,14.56314699,14.11166127,13.67417248,13.25024669,12.83946342,12.44141523,12.0557073,11.68195706,11.3197938,10.9688583,10.62880248
Cote d'Ivoire,61.43536613,60.21411478,59.01714024,57.84395993,56.69410084,55.56709938,54.46250118,53.37986088,52.318742,51.27871671,50.25936571,49.26027802,48.28105082
Cameroon,59.54819992,58.57731312,57.62225587,56.68277008,55.75860187,54.8495015,53.9552233,53.07552561,52.2101707,51.35892472,50.52155765,49.69784318,48.88755874
"Congo, Dem. Rep.",82.91365529,81.95291849,81.00331394,80.06471264,79.1369871,78.2200113,77.31366068,76.41781212,75.53234393,74.65713583,73.79206895,72.93702576,72.09189013
"Congo, Rep.",41.87165485,41.2257951,40.58989757,39.9638086,39.34737689,38.74045349,38.14289173,37.55454721,36.97527776,36.40494339,35.84340629,35.29053075,34.74618318
Colombia,10.73365677,10.33223501,9.945825784,9.573867654,9.215820169,8.871163093,8.539395646,8.220035775,7.912619458,7.616700024,7.331847508,7.057648025,6.793703168
Comoros,52.8910303,51.84331182,50.81634759,49.80972649,48.82304556,47.85590978,46.90793201,45.97873272,45.06793994,44.17518906,43.30012269,42.4423905,41.60164913
Cabo Verde,16.91674347,16.29778485,15.70147301,15.12697934,14.57350554,14.04028252,13.52656935,13.03165219,12.55484331,12.09548016,11.65292443,11.22656116,10.8157979
Costa Rica,3.99557271,3.792408919,3.599575444,3.416547016,3.242825077,3.077936415,2.921431886,2.772885177,2.631891656,2.498067265,2.371047473,2.250486285,2.1360553
Cuba,3.164656455,3.018445244,2.878989179,2.745976164,2.619108523,2.49810233,2.382686779,2.272603575,2.167606358,2.067460147,1.971940821,1.880834611,1.793937625
Cyprus,4.170691419,4.040239532,3.913867951,3.79144905,3.672859197,3.557978626,3.446691317,3.338884879,3.234450436,3.13328252,3.035278957,2.940340774,2.84837209
Czech Republic,4.097826414,3.998962211,3.902483208,3.808331858,3.716452004,3.626788844,3.539288899,3.453899979,3.370571152,3.289252718,3.209896172,3.132454184,3.056880562
Germany,2.578228496,2.473503382,2.3730321,2.276641862,2.184166901,2.095448183,2.010333132,1.928675371,1.850334468,1.775175696,1.703069799,1.633892774,1.567525651
Djibouti,59.92418755,58.99948038,58.08904263,57.19265411,56.31009801,55.44116088,54.58563257,53.74330616,52.91397793,52.0974473,51.29351678,50.50199195,49.72268136
Dominica,3.638674479,3.453322193,3.277411661,3.110461924,2.952016526,2.801642257,2.65892798,2.523483498,2.394938491,2.272941504,2.157158983,2.047274366,1.942987218
Denmark,2.217941072,2.134038414,2.053309717,1.975634911,1.900898471,1.828989242,1.759800272,1.693228657,1.629175384,1.567545187,1.508246404,1.451190839,1.396293633
Dominican Republic,21.90057421,21.30231087,20.72039043,20.15436645,19.60380469,19.06828276,18.54738981,18.04072622,17.54790329,17.06854292,16.60227736,16.14874888,15.70760956
Algeria,20.00177544,19.25352657,18.53326903,17.83995569,17.1725786,16.5301675,15.91178844,15.31654239,14.74356398,14.19202018,13.66110916,13.15005905,12.65812687
Ecuador,14.82946384,14.28366953,13.75796302,13.251605,12.76388335,12.29411215,11.84163076,11.40580281,10.9860154,10.58167814,10.1922224,9.81710048,9.455784813
"Egypt, Arab Rep.",22.19442732,21.32174451,20.48337551,19.67797109,18.90423511,18.16092234,17.44683657,16.76082859,16.10179437,15.46867332,14.86044652,14.27613515,13.71479885
Eritrea,44.30618305,43.37813306,42.46952227,41.5799435,40.70899811,39.85629578,39.02145441,38.20409986,37.40386585,36.62039377,35.85333252,35.10233836,34.36707473
Spain,1.576471604,1.492748317,1.413471408,1.338404738,1.267324711,1.200019604,1.136288937,1.07594288,1.018801683,0.964695142,0.913462092,0.864949928,0.819014149
Estonia,6.065700297,5.931903072,5.801057147,5.673097422,5.547960232,5.425583319,5.305905796,5.18886812,5.074412061,4.962480673,4.853018269,4.745970386,4.641283766
Ethiopia,64.7132106,63.64059992,62.58576759,61.54841892,60.52826414,59.52501825,58.538401,57.56813676,56.61395449,55.67558763,54.75277405,53.84525594,52.9527798
Finland,1.363460368,1.30060488,1.240647028,1.183453232,1.128896068,1.076853988,1.027211047,0.979856643,0.934685277,0.89159631,0.850493743,0.811286003,0.773885739
Fiji,14.4132399,14.08208745,13.75854341,13.44243299,13.13358538,12.83183372,12.53701499,12.24896988,11.96754277,11.69258161,11.42393785,11.16146632,10.90502523
France,2.317120882,2.227709101,2.141747493,2.059102923,1.979647397,1.903257857,1.829815994,1.759208065,1.691324716,1.626060812,1.563315275,1.502990929,1.444994345
"Micronesia, Fed. Sts.",34.2743258,34.07521367,33.87725825,33.68045283,33.48479073,33.2902653,33.09686993,32.90459808,32.7134432,32.52339881,32.33445845,32.14661573,31.95986424
Gabon,41.5857465,41.04914959,40.51947659,39.99663818,39.48054614,38.97111345,38.46825415,37.97188345,37.48191761,36.99827398,36.520871,36.04962813,35.58446589
United Kingdom,3.129149027,3.020533473,2.915688062,2.814481929,2.716788751,2.622486591,2.531457742,2.443588586,2.358769447,2.276894456,2.197861419,2.121571689,2.047930043
Georgia,19.67099895,19.25723621,18.85217661,18.4556371,18.06743846,17.68740524,17.31536571,16.9511517,16.59459863,16.24554536,15.90383412,15.56931048,15.24182327
Ghana,45.80618564,44.93822876,44.08671834,43.25134273,42.43179621,41.62777883,40.83899635,40.06516008,39.30598683,38.56119874,37.83052324,37.11369292,36.41044543
Guinea,71.82611497,70.40117541,69.00450485,67.63554248,66.29373859,64.9785544,63.68946181,62.42594319,61.18749118,59.9736085,58.78380773,57.6176111,56.47455034
"Gambia, The",43.20890458,42.24353996,41.29974332,40.3770328,39.47493729,38.59299621,37.73075929,36.88778628,36.06364681,35.2579201,34.47019477,33.70006864,32.94714852
Equatorial Guinea,84.7864111,83.95497444,83.13169105,82.31648099,81.50926508,80.70996493,79.91850291,79.13480217,78.3587866,77.59038082,76.82951022,76.07610092,75.33007973
Greece,2.772832692,2.64512041,2.523290352,2.407071594,2.296205689,2.190446091,2.089557612,1.993315898,1.901506924,1.813926526,1.730379943,1.650681383,1.574653612
Guatemala,24.62633581,23.85324865,23.10443078,22.37912033,21.67657933,20.99609298,20.33696894,19.69853659,19.08014635,18.48116904,17.90099526,17.33903469,16.79471558
Guyana,29.42419998,29.0204717,28.62228297,28.22955777,27.84222114,27.46019914,27.08341884,26.71180834,26.34529668,25.98381392,25.62729105,25.27566002,24.9288537
Honduras,15.81024063,15.21769508,14.64735731,14.09839499,13.570007,13.06142225,12.57189854,12.10072149,11.64720349,11.21068271,10.79052211,10.38610854,9.996851825
Croatia,5.494933272,5.350415157,5.209697904,5.072681551,4.939268761,4.809364761,4.682877268,4.559716429,4.43979475,4.323027041,4.209330351,4.098623914,3.990829083
Haiti,52.33281006,51.14787899,49.9897774,48.85789779,47.75164645,46.67044311,45.6137206,44.58092464,43.57151348,42.58495763,41.62073959,40.67835359,39.75730531
Hungary,4.715720791,4.526875746,4.345593162,4.171570192,4.004516121,3.844151871,3.690209545,3.542431969,3.400572272,3.264393467,3.133668058,3.008177659,2.887712629
Indonesia,24.19634244,23.43590674,22.69936981,21.98598054,21.29501146,20.62575796,19.97753757,19.34968927,18.7415728,18.15256803,17.58207434,17.02950997,16.49431142
India,43.17903107,42.14685429,41.13935126,40.15593218,39.19602132,38.25905673,37.34448989,36.45178539,35.58042062,34.72988546,33.89968199,33.08932419,32.29833766
Ireland,2.306513041,2.206127367,2.110110748,2.018273032,1.930432341,1.846414714,1.766053761,1.689190333,1.61567221,1.545353794,1.478095824,1.413765104,1.35223423
"Iran, Islamic Rep.",16.75650585,16.12547322,15.51820463,14.93380514,14.37141353,13.830201,13.30936998,12.80815291,12.32581116,11.8616339,11.41493707,10.98506238,10.57137633
