Country Name,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
Philippines,92.83171402,93.91843298,95.00515194,96.0918709,97.17858986,98.26530881,99.35202777,100.4387467,101.5254657,102.6121846,103.6989036,104.7856226,105.8723415
Palau,99.17844757,99.23026553,99.2820835,99.33390147,99.38571943,99.4375374,99.48935536,99.54117333,99.5929913,99.64480926,99.69662723,99.7484452,99.80026316
Papua New Guinea,23.82223457,24.47799232,25.13375007,25.78950782,26.44526557,27.10102332,27.75678107,28.41253882,29.06829658,29.72405433,30.37981208,31.03556983,31.69132758
Poland,100,100,100,100,100,100,100,100,100,100,100,100,100
Pre-demographic dividend,41.78013848,42.70572614,43.6313138,44.55690145,45.48248911,46.40807677,47.33366442,48.25925208,49.18483974,50.1104274,51.03601505,51.96160271,52.88719037
Puerto Rico,100,100,100,100,100,100,100,100,100,100,100,100,100
"Korea, Dem. People’s Rep.",41.27721179,42.88841207,44.49961235,46.11081263,47.72201291,49.33321318,50.94441346,52.55561374,54.16681402,55.7780143,57.38921458,59.00041486,60.61161513
Portugal,100,100,100,100,100,100,100,100,100,100,100,100,100
Paraguay,102.9341877,103.7196318,104.5050759,105.2905201,106.0759642,106.8614084,107.6468525,108.4322967,109.2177408,110.0031849,110.7886291,111.5740732,112.3595174
West Bank and Gaza,100.4549602,100.551245,100.6475299,100.7438147,100.8400995,100.9363844,101.0326692,101.1289541,101.2252389,101.3215238,101.4178086,101.5140935,101.6103783
Pacific island small states,79.72708102,81.0449996,82.36291818,83.68083675,84.99875533,86.31667391,87.63459248,88.95251106,90.27042964,91.58834822,92.90626679,94.22418537,95.54210395
Post-demographic dividend,100.0475054,100.0552087,100.062912,100.0706153,100.0783186,100.0860219,100.0937252,100.1014285,100.1091318,100.1168352,100.1245385,100.1322418,100.1399451
French Polynesia,100,100,100,100,100,100,100,100,100,100,100,100,100
Qatar,100,100,100,100,100,100,100,100,100,100,100,100,100
Romania,100,100,100,100,100,100,100,100,100,100,100,100,100
Russian Federation,100,100,100,100,100,100,100,100,100,100,100,100,100
Rwanda,22.2511197,23.17730586,24.10349202,25.02967817,25.95586433,26.88205049,27.80823664,28.7344228,29.66060896,30.58679511,31.51298127,32.43916743,33.36535358
South Asia,87.81923383,89.5169664,91.21469898,92.91243156,94.61016413,96.30789671,98.00562929,99.70336187,101.4010944,103.098827,104.7965596,106.4942922,108.1920248
Saudi Arabia,100,100,100,100,100,100,100,100,100,100,100,100,100
Sudan,39.03737549,39.4724773,39.90757911,40.34268092,40.77778272,41.21288453,41.64798634,42.08308815,42.51818996,42.95329177,43.38839358,43.82349539,44.2585972
Senegal,65.98134436,67.43318125,68.88501814,70.33685502,71.78869191,73.2405288,74.69236568,76.14420257,77.59603946,79.04787634,80.49971323,81.95155011,83.403387
Singapore,100,100,100,100,100,100,100,100,100,100,100,100,100
